,SARSA,MCCONTROL,QLEARNING,DQLEARNING
483,1.0,1.0,1.0,1.0
484,0.998,0.998,0.998,0.998
485,-2.000000000000001,0.995,0.995,-2.000000000000001
486,0.998,0.996,0.998,0.998
487,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
488,0.999,0.999,0.999,0.999
489,1.0,1.0,1.0,1.0
490,0.992,0.99,-2.000000000000001,-2.000000000000001
491,-2.000000000000001,-1.005,-2.000000000000001,-2.000000000000001
492,0.995,0.995,0.995,-2.000000000000001
493,0.993,0.991,0.993,-2.000000000000001
494,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
495,0.991,-1.0,-2.000000000000001,-2.000000000000001
496,0.996,0.996,0.996,-2.000000000000001
497,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
498,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
499,1.0,1.0,1.0,1.0
500,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
501,0.993,-2.000000000000001,0.993,-2.000000000000001
502,0.992,0.995,0.997,0.997
503,-2.000000000000001,0.995,0.995,0.995
504,0.9940000000000001,0.9940000000000001,0.996,-2.000000000000001
505,1.0,1.0,1.0,1.0
506,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
507,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
508,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
509,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
510,-2.000000000000001,0.9890000000000001,-2.000000000000001,-2.000000000000001
511,1.0,1.0,1.0,1.0
512,0.997,0.997,0.997,0.997
513,0.996,0.996,0.996,0.996
514,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
515,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
516,0.996,0.996,0.996,-2.000000000000001
517,0.996,0.996,0.996,-2.000000000000001
518,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
519,0.995,0.995,0.995,0.995
520,0.997,0.997,0.997,0.997
521,0.997,0.997,0.997,0.997
522,-2.000000000000001,0.993,0.993,-2.000000000000001
523,1.0,1.0,1.0,1.0
524,-2.000000000000001,0.9890000000000001,-2.000000000000001,-2.000000000000001
525,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
526,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
527,0.995,0.991,0.995,0.995
528,-2.000000000000001,-2.000000000000001,0.9940000000000001,-2.000000000000001
529,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
530,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
531,0.995,0.993,0.995,-2.000000000000001
532,0.995,-2.000000000000001,0.995,-2.000000000000001
533,0.998,0.998,0.998,0.998
534,-2.000000000000001,0.9940000000000001,-2.000000000000001,-2.000000000000001
535,0.995,0.995,0.995,-2.000000000000001
536,0.997,0.995,0.997,0.997
537,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
538,-2.000000000000001,0.99,-2.000000000000001,-2.000000000000001
539,0.9940000000000001,0.9940000000000001,-2.000000000000001,-2.000000000000001
540,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
541,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
542,0.997,0.997,0.997,-2.000000000000001
543,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
544,-2.000000000000001,0.9940000000000001,-2.000000000000001,-2.000000000000001
545,-2.000000000000001,0.993,-2.000000000000001,-2.000000000000001
546,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
547,-2.000000000000001,0.992,0.9940000000000001,-2.000000000000001
548,1.0,1.0,1.0,1.0
549,0.998,0.998,0.998,0.998
550,-2.000000000000001,0.997,0.997,0.997
551,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
552,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
553,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
554,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
555,0.998,0.998,0.998,0.998
556,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
557,-2.000000000000001,0.9840000000000001,-2.000000000000001,-2.000000000000001
558,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
559,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
560,0.99,-2.000000000000001,-2.000000000000001,-2.000000000000001
561,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
562,0.997,0.997,0.997,0.997
563,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
564,0.998,0.998,0.998,0.998
565,-2.000000000000001,-2.000000000000001,0.995,0.995
566,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
567,-2.000000000000001,0.9940000000000001,0.9940000000000001,-2.000000000000001
568,-2.000000000000001,-1.004,-2.000000000000001,-2.000000000000001
569,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
570,0.995,0.995,0.995,-2.000000000000001
571,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
572,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
573,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
574,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
575,0.9940000000000001,0.9940000000000001,0.996,-2.000000000000001
576,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
577,-2.000000000000001,-2.000000000000001,0.992,-2.000000000000001
578,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
579,0.9940000000000001,0.9940000000000001,0.9940000000000001,-2.000000000000001
580,0.992,-2.000000000000001,0.9940000000000001,-2.000000000000001
581,0.996,-2.000000000000001,0.996,-2.000000000000001
582,0.995,0.995,0.995,-2.000000000000001
583,-2.000000000000001,-2.000000000000001,0.992,-2.000000000000001
584,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.9940000000000001
585,-2.000000000000001,0.995,0.996,-2.000000000000001
586,0.998,0.998,0.998,0.998
587,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
588,0.995,-2.000000000000001,0.995,-2.000000000000001
589,0.997,0.997,0.997,0.997
590,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
591,-2.000000000000001,0.993,-2.000000000000001,-2.000000000000001
592,-2.000000000000001,0.996,0.996,-2.000000000000001
593,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
594,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
595,1.0,1.0,1.0,1.0
596,0.997,0.995,0.997,-2.000000000000001
597,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
598,-2.000000000000001,0.993,0.995,-2.000000000000001
599,-2.000000000000001,0.993,-2.000000000000001,-2.000000000000001
600,-2.000000000000001,0.993,-2.000000000000001,-2.000000000000001
601,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
602,0.997,0.997,0.997,0.997
603,0.998,0.998,0.998,0.998
604,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
605,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
606,-2.000000000000001,-1.0,0.9940000000000001,-2.000000000000001
607,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
608,0.998,0.998,0.998,0.998
609,0.995,0.995,0.995,-2.000000000000001
610,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
611,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
612,-2.000000000000001,-2.000000000000001,0.991,-2.000000000000001
613,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
614,0.996,0.996,0.996,-2.000000000000001
615,-2.000000000000001,0.993,-2.000000000000001,-2.000000000000001
616,0.997,0.997,0.997,-2.000000000000001
617,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
618,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
619,-2.000000000000001,0.99,-2.000000000000001,-2.000000000000001
620,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
621,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
622,0.995,0.995,0.995,-2.000000000000001
623,-2.000000000000001,-2.000000000000001,0.995,-2.000000000000001
624,-2.000000000000001,0.995,0.995,-2.000000000000001
625,0.9940000000000001,0.9940000000000001,0.9940000000000001,-2.000000000000001
626,0.995,-2.000000000000001,0.997,-2.000000000000001
627,-2.000000000000001,-1.011,-2.000000000000001,-2.000000000000001
628,0.992,0.99,-2.000000000000001,-2.000000000000001
629,0.995,0.995,0.995,-2.000000000000001
630,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
631,0.996,0.996,0.996,0.996
632,0.996,0.9940000000000001,0.996,-2.000000000000001
633,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
634,0.996,0.996,0.996,0.996
635,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
636,0.995,-2.000000000000001,0.995,0.995
637,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
638,-2.000000000000001,0.991,0.995,0.995
639,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
640,-2.000000000000001,0.9890000000000001,-2.000000000000001,-2.000000000000001
641,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
642,0.996,0.996,0.996,0.996
643,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
644,0.998,0.998,0.998,0.998
645,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
646,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
647,0.998,0.998,0.998,-2.000000000000001
648,-2.000000000000001,0.996,0.996,0.996
649,0.996,0.996,0.996,-2.000000000000001
650,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
651,-2.000000000000001,-1.0,0.9940000000000001,-2.000000000000001
652,0.995,0.995,0.995,-2.000000000000001
653,-2.000000000000001,0.985,-2.000000000000001,-2.000000000000001
654,0.997,0.997,0.997,-2.000000000000001
655,0.995,0.995,0.995,0.995
656,0.997,0.997,0.997,-2.000000000000001
657,0.998,0.998,0.998,0.998
658,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
659,-2.000000000000001,0.992,0.996,-2.000000000000001
660,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
661,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
662,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
663,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
664,0.9940000000000001,0.9940000000000001,-2.000000000000001,0.9940000000000001
665,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
666,0.997,0.997,0.997,0.997
667,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
668,-2.000000000000001,0.987,-2.000000000000001,-2.000000000000001
669,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
670,-2.000000000000001,-1.004,-2.000000000000001,-2.000000000000001
671,1.0,1.0,1.0,1.0
672,0.995,0.995,0.995,-2.000000000000001
673,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
674,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
675,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
676,-2.000000000000001,0.987,0.993,-2.000000000000001
677,-2.000000000000001,0.981,-2.000000000000001,-2.000000000000001
678,-2.000000000000001,0.9940000000000001,0.9940000000000001,-2.000000000000001
679,0.996,0.9940000000000001,0.996,0.996
680,-2.000000000000001,0.9890000000000001,-2.000000000000001,-2.000000000000001
681,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
682,0.985,0.991,-2.000000000000001,-2.000000000000001
683,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
684,0.995,0.995,0.995,-2.000000000000001
685,0.9890000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
686,0.997,0.997,0.997,-2.000000000000001
687,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
688,0.995,0.995,-2.000000000000001,-2.000000000000001
689,0.991,-2.000000000000001,-2.000000000000001,-2.000000000000001
690,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
691,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
692,-2.000000000000001,-2.000000000000001,0.991,-2.000000000000001
693,0.993,0.995,0.995,-2.000000000000001
694,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
695,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
696,0.998,0.998,0.998,0.998
697,-2.000000000000001,-1.001,0.991,-2.000000000000001
698,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
699,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
700,0.996,0.996,0.996,0.996
701,-2.000000000000001,0.987,-2.000000000000001,-2.000000000000001
702,0.995,0.995,0.995,-2.000000000000001
703,0.998,0.998,0.998,0.998
704,-2.000000000000001,0.986,-2.000000000000001,-2.000000000000001
705,0.997,0.997,0.997,0.997
706,0.9940000000000001,0.9940000000000001,0.9940000000000001,-2.000000000000001
707,-2.000000000000001,0.997,0.997,-2.000000000000001
708,0.993,-2.000000000000001,0.993,-2.000000000000001
709,0.9940000000000001,-2.000000000000001,0.9940000000000001,0.9940000000000001
710,1.0,1.0,1.0,1.0
711,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
712,-2.000000000000001,-1.002,0.9940000000000001,-2.000000000000001
713,0.9940000000000001,0.996,0.996,-2.000000000000001
714,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
715,0.995,0.993,0.995,-2.000000000000001
716,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
717,0.997,0.995,0.997,0.997
718,0.996,0.996,0.996,0.996
719,-2.000000000000001,0.992,0.9940000000000001,-2.000000000000001
720,0.998,0.998,0.998,0.998
721,0.9940000000000001,0.9940000000000001,0.9940000000000001,-2.000000000000001
722,0.998,0.998,0.998,0.998
723,0.997,0.995,0.997,0.997
724,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
725,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
726,-2.000000000000001,0.993,0.993,-2.000000000000001
727,0.996,0.996,0.996,-2.000000000000001
728,1.0,1.0,1.0,1.0
729,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
730,-2.000000000000001,-1.004,-2.000000000000001,-2.000000000000001
731,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
732,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
733,-2.000000000000001,-1.0070000000000001,-2.000000000000001,-2.000000000000001
734,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
735,0.997,0.997,0.997,0.997
736,0.997,0.997,0.997,0.997
737,0.998,0.998,0.998,0.998
738,0.995,-2.000000000000001,0.995,-2.000000000000001
739,0.995,0.995,0.995,0.995
740,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
741,0.995,0.995,0.995,-2.000000000000001
742,0.997,0.997,0.997,0.997
743,0.995,0.995,0.995,-2.000000000000001
744,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
745,0.997,0.993,0.997,0.997
746,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
747,0.9940000000000001,0.9940000000000001,0.9940000000000001,-2.000000000000001
748,0.997,0.997,0.997,0.997
749,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
750,-2.000000000000001,0.992,0.995,-2.000000000000001
751,0.998,0.998,0.998,0.998
752,-2.000000000000001,0.995,0.995,-2.000000000000001
753,0.998,0.998,0.998,0.998
754,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
755,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
756,0.992,-2.000000000000001,0.992,-2.000000000000001
757,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
758,0.999,0.999,0.999,0.999
759,-2.000000000000001,0.987,-2.000000000000001,-2.000000000000001
760,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
761,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
762,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
763,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
764,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
765,-2.000000000000001,0.994,0.996,-2.000000000000001
766,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
767,0.993,0.993,-2.000000000000001,-2.000000000000001
768,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
769,0.993,0.993,-2.000000000000001,-2.000000000000001
770,1.0,1.0,1.0,1.0
771,0.998,0.998,0.998,0.998
772,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
773,-2.000000000000001,0.996,0.996,-2.000000000000001
774,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
775,0.995,0.995,0.995,-2.000000000000001
776,-2.000000000000001,0.993,0.993,-2.000000000000001
777,0.998,0.998,0.998,0.998
778,0.998,-2.000000000000001,0.998,0.998
779,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
780,-2.000000000000001,0.997,0.997,-2.000000000000001
781,0.997,0.997,0.997,0.997
782,0.999,0.999,0.999,0.999
783,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
784,-2.000000000000001,-1.004,-2.000000000000001,-2.000000000000001
785,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
786,0.999,0.999,0.999,0.999
787,-2.000000000000001,0.996,0.997,-2.000000000000001
788,0.996,0.996,0.996,0.996
789,0.996,0.996,0.996,0.996
790,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
791,0.997,0.995,0.997,0.993
792,0.997,0.997,0.997,-2.000000000000001
793,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
794,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
795,0.998,0.998,0.998,0.998
796,0.999,0.999,0.999,0.999
797,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
798,-2.000000000000001,-1.004,-2.000000000000001,-2.000000000000001
799,0.997,0.997,0.997,0.997
800,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
801,1.0,1.0,1.0,1.0
802,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
803,0.992,-1.0,-2.000000000000001,-2.000000000000001
804,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
805,0.999,0.999,0.999,0.999
806,-2.000000000000001,0.994,0.992,-2.000000000000001
807,-2.000000000000001,0.997,0.997,-2.000000000000001
808,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
809,0.991,0.991,-2.000000000000001,-2.000000000000001
810,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
811,-2.000000000000001,0.994,0.994,-2.000000000000001
812,-2.000000000000001,-1.005,-2.000000000000001,-2.000000000000001
813,0.997,0.997,0.997,0.997
814,-2.000000000000001,0.995,0.995,-2.000000000000001
815,0.994,0.994,0.994,-2.000000000000001
816,-2.000000000000001,-1.005,-2.000000000000001,-2.000000000000001
817,-2.000000000000001,0.985,-2.000000000000001,-2.000000000000001
818,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
819,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
820,0.99,-2.000000000000001,-2.000000000000001,-2.000000000000001
821,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
822,0.998,0.998,0.998,0.998
823,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
824,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
825,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
826,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
827,0.996,0.996,0.996,-2.000000000000001
828,0.993,0.993,0.995,-2.000000000000001
829,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
830,-2.000000000000001,0.992,0.995,-2.000000000000001
831,-2.000000000000001,0.986,-2.000000000000001,-2.000000000000001
832,0.997,0.997,0.997,-2.000000000000001
833,-2.000000000000001,0.995,0.995,-2.000000000000001
834,0.991,0.993,-2.000000000000001,-2.000000000000001
835,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
836,0.999,0.999,0.999,0.999
837,0.992,-2.000000000000001,0.994,-2.000000000000001
838,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
839,0.999,0.999,0.999,0.999
840,0.998,0.998,0.998,0.998
841,0.993,-2.000000000000001,0.993,-2.000000000000001
842,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
843,-2.000000000000001,-2.000000000000001,0.99,-2.000000000000001
844,0.995,0.993,0.995,-2.000000000000001
845,0.998,0.998,0.998,0.998
846,-2.000000000000001,0.994,-2.000000000000001,-2.000000000000001
847,0.997,0.997,0.997,-2.000000000000001
848,0.998,0.998,0.998,0.998
849,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
850,-2.000000000000001,0.991,0.991,-2.000000000000001
851,0.995,0.995,0.995,-2.000000000000001
852,0.995,0.995,0.995,-2.000000000000001
853,0.997,0.997,0.997,-2.000000000000001
854,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
855,0.994,-2.000000000000001,0.996,-2.000000000000001
856,-2.000000000000001,0.978,-2.000000000000001,-2.000000000000001
857,0.995,0.995,0.995,-2.000000000000001
858,0.999,0.999,0.999,0.999
859,0.995,0.993,0.995,0.993
860,0.992,0.994,0.996,-2.000000000000001
861,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
862,0.999,0.999,0.999,0.999
863,-2.000000000000001,0.993,-2.000000000000001,-2.000000000000001
864,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
865,0.995,0.995,0.995,-2.000000000000001
866,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
867,-2.000000000000001,0.989,-2.000000000000001,-2.000000000000001
868,-2.000000000000001,-2.000000000000001,0.995,-2.000000000000001
869,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
870,-2.000000000000001,0.993,-2.000000000000001,-2.000000000000001
871,0.997,0.997,0.997,-2.000000000000001
872,0.998,0.998,0.998,-2.000000000000001
873,0.994,0.994,0.994,-2.000000000000001
874,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
875,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
876,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
877,0.992,-1.002,-2.000000000000001,-2.000000000000001
878,0.997,0.997,0.997,0.997
879,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
880,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
881,0.998,0.998,0.998,0.998
882,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
883,0.995,0.995,0.995,-2.000000000000001
884,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
885,-2.000000000000001,-2.000000000000001,0.995,-2.000000000000001
886,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
887,-2.000000000000001,-2.000000000000001,0.989,-2.000000000000001
888,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
889,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
890,-2.000000000000001,0.995,-2.000000000000001,-2.000000000000001
891,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
892,0.991,-2.000000000000001,-2.000000000000001,-2.000000000000001
893,-2.000000000000001,0.992,0.992,-2.000000000000001
894,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
895,0.994,0.994,0.994,-2.000000000000001
896,-2.000000000000001,0.993,0.995,-2.000000000000001
897,-2.000000000000001,0.987,-2.000000000000001,-2.000000000000001
898,0.998,0.998,0.998,0.998
899,0.996,0.996,0.996,-2.000000000000001
900,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
901,-2.000000000000001,0.988,-2.000000000000001,-2.000000000000001
902,0.998,0.996,0.998,0.998
903,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
904,1.0,1.0,1.0,1.0
905,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
906,0.995,0.995,0.995,0.995
907,0.994,0.992,0.994,-2.000000000000001
908,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
909,0.995,0.995,0.995,0.995
910,0.997,0.997,0.997,0.997
911,1.0,1.0,1.0,1.0
912,0.994,0.994,0.994,-2.000000000000001
913,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
914,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
915,0.999,0.999,0.999,0.999
916,0.999,0.999,0.999,0.999
917,0.993,0.993,0.993,-2.000000000000001
918,0.996,0.996,0.996,-2.000000000000001
919,0.993,0.995,0.995,-2.000000000000001
920,-2.000000000000001,0.99,-2.000000000000001,-2.000000000000001
921,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
922,-2.000000000000001,-2.000000000000001,0.994,-2.000000000000001
923,-2.000000000000001,0.987,-2.000000000000001,-2.000000000000001
924,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
925,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
926,-2.000000000000001,0.989,-2.000000000000001,-2.000000000000001
927,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
928,-2.000000000000001,0.995,0.995,-2.000000000000001
929,-2.000000000000001,-1.005,-2.000000000000001,-2.000000000000001
930,0.998,0.998,0.998,0.998
931,-2.000000000000001,0.995,-2.000000000000001,-2.000000000000001
932,1.0,1.0,1.0,1.0
933,0.999,0.999,0.999,0.999
934,0.998,0.998,0.998,0.998
935,0.997,0.997,0.997,0.997
936,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
937,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
938,0.997,-2.000000000000001,0.997,0.997
939,-2.000000000000001,0.99,-2.000000000000001,-2.000000000000001
940,0.992,-2.000000000000001,0.992,-2.000000000000001
941,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
942,0.998,0.998,0.998,0.998
943,0.996,0.989,0.996,-2.000000000000001
944,-2.000000000000001,-1.004,-2.000000000000001,-2.000000000000001
945,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
946,0.991,0.993,-2.000000000000001,-2.000000000000001
947,0.994,0.994,0.994,-2.000000000000001
948,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
949,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
950,-2.000000000000001,-1.004,-2.000000000000001,-2.000000000000001
951,1.0,1.0,1.0,1.0
952,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
953,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
954,0.998,-2.000000000000001,0.998,0.998
955,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
956,0.999,0.999,0.999,0.999
957,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
958,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
959,0.997,0.997,0.997,0.997
960,-2.000000000000001,0.987,-2.000000000000001,-2.000000000000001
961,1.0,1.0,1.0,1.0
